Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,target,Cloud Cover,Season,Location,target
-0.13447141741845514,-0.02981395227174786,-0.07971044984781576,0.8139513438170997,1.1521776962558843,0.6207083799285753,-0.2221649209626871,0.8963253027993592,-0.45079984871913126,-0.16361304888972777,-0.17833678820200247,1.1521776962558843,0.8963253027993592,-0.16361304888972777,-0.17833678820200247
1.4861031927500035,1.3532917314983608,-0.25695755501930995,0.4287676865891613,1.1521776962558843,0.6710267392600928,1.3897810420578673,-0.8385269961201058,2.168151582459127,-0.16361304888972777,-1.2040402916033401,1.1521776962558843,-0.8385269961201058,-0.16361304888972777,-1.2040402916033401
0.7082273798691434,0.030321077457387303,1.2496428389383907,0.2536842060310075,-0.8275480233394233,-1.04144726028495,-0.544554113566798,0.8963253027993592,-0.8537154535157864,1.1213447062908415,-0.17833678820200247,-0.8275480233394233,0.8963253027993592,1.1213447062908415,-0.17833678820200247
1.032342301902835,-1.1122444873961808,-1.143193080876781,-1.1469836384342227,-0.8275480233394233,0.55554198013856,-0.2221649209626871,0.028899153339626695,0.15357355847585144,-0.16361304888972777,-1.2040402916033401,-0.8275480233394233,0.028899153339626695,-0.16361304888972777,-1.2040402916033401
-1.1716391679262688,1.413426761227496,-0.34558110760505706,0.9540181282636226,-0.8275480233394233,-1.0249494375532986,-0.544554113566798,0.8963253027993592,-0.24934204632080367,-0.16361304888972777,0.8473667151993353,-0.8275480233394233,0.8963253027993592,-0.16361304888972777,0.8473667151993353
-0.847524245892577,0.6918064044778741,-0.7000753179480455,1.3041850893799303,1.1521776962558843,-1.5537046561026087,-0.544554113566798,0.8963253027993592,-0.45079984871913126,-0.16361304888972777,0.8473667151993353,1.1521776962558843,0.8963253027993592,-0.16361304888972777,0.8473667151993353
-0.847524245892577,0.5715363450196038,-0.7000753179480455,0.2536842060310075,-0.8275480233394233,-0.3180177335021853,-0.8669433061709088,0.8963253027993592,-1.4580888607107692,1.1213447062908415,0.8473667151993353,-0.8275480233394233,0.8963253027993592,1.1213447062908415,0.8473667151993353
-0.26411738623193187,-0.8717043684796402,0.09753665532367842,-1.1820003345458534,1.1521776962558843,1.0546011177709123,0.10022427164142375,-1.7059531455798382,0.355031360874179,1.1213447062908415,-1.2040402916033401,1.1521776962558843,-1.7059531455798382,1.1213447062908415,-1.2040402916033401
-1.6902230431801755,0.8120764639361444,0.8951486285954022,0.28870090214263827,-0.8275480233394233,-1.4109984894738534,-0.8669433061709088,0.8963253027993592,-1.2566310583124416,-0.16361304888972777,0.8473667151993353,-0.8275480233394233,0.8963253027993592,-0.16361304888972777,0.8473667151993353
-0.39376335504540855,-1.4129196360418566,-0.6114517653622983,-0.4466497162016076,1.1521776962558843,-0.23552861984394624,-0.2221649209626871,0.028899153339626695,1.5637781752641444,1.1213447062908415,-1.2040402916033401,1.1521776962558843,0.028899153339626695,1.1213447062908415,-1.2040402916033401
0.9026963330893585,-2.7960253198119656,-0.5228282127765512,-1.6022006878854227,1.1521776962558843,1.0793478518683801,0.7450026568496454,-0.8385269961201058,1.1608625704674893,-0.16361304888972777,1.873070218600673,1.1521776962558843,-0.8385269961201058,-0.16361304888972777,1.873070218600673
1.0971652863095736,-1.3527846063127213,-1.6749343963912633,-1.111966942322592,-0.8275480233394233,0.4854262335290549,0.10022427164142375,-1.7059531455798382,0.355031360874179,-1.4485708040702971,-1.2040402916033401,-0.8275480233394233,-1.7059531455798382,-1.4485708040702971,-1.2040402916033401
-1.6902230431801755,-0.3906241306465588,-0.25695755501930995,0.5688344710356843,-0.8275480233394233,-0.9705066225388634,-0.544554113566798,0.8963253027993592,-0.6522576511174588,1.1213447062908415,0.8473667151993353,-0.8275480233394233,0.8963253027993592,1.1213447062908415,0.8473667151993353
-1.4957540899599604,0.8722114936652796,0.4520308656666668,1.3742184816031917,-0.8275480233394233,-1.8960344777843083,-0.544554113566798,0.8963253027993592,-0.6522576511174588,-0.16361304888972777,0.8473667151993353,-0.8275480233394233,0.8963253027993592,-0.16361304888972777,0.8473667151993353
0.643404395462405,-0.02981395227174786,0.629277970838161,-1.0419335500993305,-0.8275480233394233,0.7196953163184566,-0.544554113566798,0.028899153339626695,1.765235977662472,-0.16361304888972777,-1.2040402916033401,-0.8275480233394233,0.028899153339626695,-0.16361304888972777,-1.2040402916033401
1.4212802083432652,0.5715363450196038,-0.5228282127765512,1.479268569938084,1.1521776962558843,1.2080308691752382,0.4226134642455346,-0.8385269961201058,1.5637781752641444,1.1213447062908415,-1.2040402916033401,1.1521776962558843,-0.8385269961201058,1.1213447062908415,-1.2040402916033401
